158,Steakhouses,cheap,Greenpoint,8:31,23:27,2,false
159,Subs,expensive,Arden Heights,8:27,22:01,3,true
160,Russian,expensive,Whitestone,8:21,22:44,3,false
161,Polish,cheap,Chelsea,8:49,22:13,4,true
162,Spanish,cheap,Clearview,8:34,22:51,5,false
163,Spanish,medium,Tompkins Park North,8:39,23:47,2,true
164,Steakhouses,medium,Clinton Hill,8:32,23:44,2,false
165,Spanish,cheap,Sunnyside,8:54,23:41,2,true
166,Ukrainian,cheap,Washington Heights,8:15,22:56,2,true
167,Cantonese,cheap,Springfield Gardens,8:01,23:45,1,false
168,Mongolian,expensive,Heartland Village,8:39,22:30,5,false
169,Fusion,cheap,Park Hill,8:11,23:35,3,true
170,Southwestern,cheap,Bay Terrace,8:55,23:30,2,true
171,Arabian,cheap,Sea Gate,8:30,22:01,1,false
172,Ukrainian,cheap,Eastchester,8:07,23:42,2,false
173,Pakistani,cheap,Kew Gardens,8:01,22:46,3,true
174,Steakhouses,medium,Park Hill,8:30,22:36,1,false
175,Polish,cheap,Greenwich Village,8:38,22:26,1,true
176,Tex-Mex  Thai,cheap,Bensonhurst,8:39,23:40,4,false
177,Szechwan,medium,Fort Hamilton,8:54,22:41,4,false
178,Arabian,cheap,Marine Park,8:34,22:45,2,true
179,Pancakes,medium,New Dorp Beach,8:28,22:10,3,true
180,Pasta,expensive,Rosebank,8:22,23:14,1,true
181,Pizza,expensive,Douglaston,8:37,22:41,5,true
182,Austrian,medium,Lighthouse Hill,8:14,23:40,2,false
183,Portuguese,medium,Marine Park,8:46,22:17,5,false
184,Tex-Mex  Thai,expensive,Steinway,8:31,22:58,3,true
185,Vietnamese,medium,Annadale,8:10,23:34,4,false
186,Caribbean,expensive,Baychester,8:22,23:23,2,false
187,Ribs,expensive,Park Hill,8:16,22:28,2,true
188,Sushi,cheap,Farragut,8:37,22:55,3,false
189,Steakhouses,medium,Farragut,8:16,22:33,1,false
190,Pizza,medium,Flushing,8:56,22:32,1,false
191,Spanish,cheap,Castle Hill,8:31,23:43,5,true
192,Szechwan,expensive,Pleasant Plains,8:46,23:47,3,true
193,Steakhouses,medium,Bronxdale,8:54,23:50,4,false
194,Salad,cheap,Springfield Gardens,8:22,23:42,1,false
195,Polish,expensive,Woodhaven,8:53,23:56,3,false
196,Ribs,cheap,Inwood,8:44,23:56,3,true
197,Pancakes,expensive,Prospect Lefferts Gardens,8:49,23:02,2,true
198,Sushi,expensive,Dyker Heights,8:23,22:46,5,false
199,Vegan,expensive,St. George,8:02,23:51,4,false
200,Cantonese,cheap,Gravesend,8:59,22:21,4,true
201,Pasta,medium,Mill Basin,8:15,22:08,4,true
202,Sri Lankan,expensive,Flushing (Downtown),8:15,23:08,1,true
203,Russian,medium,Port Morris,8:39,22:40,4,false
204,Argentinian,cheap,Hamilton Heights,8:03,22:14,2,true
205,Pasta,expensive,Harlem (Central),8:09,23:46,3,true
206,Arabian,medium,Spuyten Duyvil,8:18,23:41,5,true
207,Moroccan,expensive,Downtown,8:59,22:51,1,true
208,Australian,medium,Whitestone,8:29,22:40,2,true
209,Southwestern,expensive,Lefrak City,8:59,23:41,3,true
210,Uzbek,cheap,Ward Hill,8:36,22:01,5,false
211,Steakhouses,expensive,Rugby,8:31,22:19,5,true
212,Szechwan,medium,Ozone Park,8:50,22:09,4,true
213,Uzbek,cheap,South Side,8:26,22:16,2,false
214,Portuguese,expensive,Riverdale,8:19,22:47,3,true
215,Uzbek,expensive,Somerville,8:32,22:49,4,false
216,Steakhouses,expensive,Ozone Park,8:30,23:05,2,true
217,Puerto Rican,cheap,Baychester,8:55,22:13,5,true
218,Ukrainian,expensive,Sandy Ground,8:11,23:39,2,false
219,Russian,cheap,Morningside Heights,8:16,22:40,1,false
220,Pasta,expensive,NoHo,8:39,23:01,5,true
221,Uzbek,cheap,Bellaire,8:53,22:07,1,false
222,Moroccan,medium,East Elmhurst,8:14,22:21,4,false
223,Austrian,expensive,Parkchester,8:56,23:23,4,false
224,Sushi,medium,Dyker Heights,8:24,22:10,4,true
225,Turkish,expensive,Stuyvesant Heights,8:49,23:36,4,true
226,Pakistani,cheap,Todt Hill,8:37,23:19,2,true
227,Steakhouses,cheap,Unionport,8:43,23:30,5,false
228,Arabian,cheap,Canarsie,8:42,23:10,5,false
229,Pasta,expensive,Fort Hamilton,8:42,23:32,5,true
230,Nepalese,medium,Times Square,8:46,22:13,5,false
231,Steakhouses,cheap,Hamilton Heights,8:45,22:31,3,false
232,Puerto Rican,medium,Silver Lake,8:21,22:26,5,false
233,Tex-Mex  Thai,expensive,Utopia,8:48,22:43,4,false
234,Pakistani,cheap,Greenwich Village,8:54,23:10,2,true
235,Ukrainian,medium,Marble Hill,8:07,23:44,4,false
236,Polish,medium,Bedford Stuyvesant,8:21,22:46,5,true
237,Subs,medium,Upper West Side,8:43,22:08,3,false
238,Persian,expensive,New Hyde Park,8:03,22:04,4,false
239,Pancakes,cheap,Heartland Village,8:57,22:37,3,true
240,Pancakes,expensive,Astoria,8:04,23:28,4,true
241,Senegalese,cheap,Willowbrook,8:50,23:44,3,false
242,Arabian,cheap,Roxbury,8:04,23:47,3,false
243,Vegan,medium,Concourse Village,8:18,23:21,1,true
244,Sri Lankan,medium,Douglaston,8:45,23:26,3,true
245,Pasta,cheap,Sunnyside,8:52,23:24,5,true
246,Turkish,cheap,Rossville,8:14,23:18,4,false
247,Fusion,cheap,Middle Village,8:16,22:01,5,false
248,Tex-Mex  Thai,medium,Carroll Gardens,8:00,23:19,4,false
249,Puerto Rican,cheap,Kingsbridge Heights,8:18,23:47,5,false
250,Steakhouses,expensive,Marble Hill,8:01,23:40,5,false
251,Senegalese,medium,Beechhurst,8:59,22:20,4,false
252,Fusion,expensive,Bayside,8:33,22:51,3,true
253,Ukrainian,medium,Bayside,8:47,22:56,5,false
254,Australian,expensive,Bellaire,8:17,23:04,3,true
255,Arabian,cheap,Pelham Gardens,8:51,23:18,2,false
256,Szechwan,medium,Port Richmond,8:27,23:39,4,true
257,Mongolian,cheap,Jackson Heights,8:23,23:53,3,false
258,Cantonese,expensive,Rugby,8:13,22:17,3,false
259,Senegalese,cheap,Country Club,8:34,23:40,1,true
260,Southwestern,expensive,Whitestone,8:20,23:40,2,false
261,Persian,medium,Kingsbridge Heights,8:31,22:54,4,true
262,Vegetarian,expensive,Clearview,8:29,22:53,3,true
263,Nepalese,medium,Clearview,8:30,22:58,2,false
264,Pasta,medium,Harlem (Central),8:46,23:41,2,true
265,Steakhouses,cheap,Westerleigh,8:24,23:32,4,true
266,Cantonese,expensive,Flatlands,8:41,23:35,2,true
267,Mongolian,medium,Ridgewood,8:09,23:24,2,true
268,Portuguese,medium,Chelsea,8:15,23:35,4,true
269,Tex-Mex  Thai,medium,Murray Hill,8:55,23:07,3,true
270,Arabian,cheap,Eastchester,8:05,22:19,1,false
271,Steakhouses,medium,Shore Acres,8:41,22:12,2,true
272,Vegetarian,medium,Borough Park,8:56,23:42,4,false
273,Senegalese,expensive,Washington Heights,8:26,22:15,3,false
274,Moroccan,cheap,Wingate,8:19,22:10,4,false
275,Subs,expensive,Union Square,8:16,22:28,2,false
276,Pancakes,medium,Greenpoint,8:48,23:12,4,false
277,Portuguese,expensive,Cobble Hill,8:58,22:26,2,false
278,Nepalese,medium,Edenwald,8:08,23:04,2,true
279,Ukrainian,medium,East Flatbush,8:27,23:37,1,true
280,Pasta,expensive,North Side,8:55,22:08,4,true
281,Spanish,cheap,Livingston,8:08,22:32,2,true
282,Caribbean,cheap,Great Kills,8:47,22:46,1,true
283,Tex-Mex  Thai,medium,Morrisania,8:27,22:08,1,true
284,Puerto Rican,expensive,Seaside,8:55,23:16,3,false
285,Ukrainian,medium,Tompkinsville,8:50,22:27,1,false
286,Szechwan,expensive,Windsor Terrace,8:47,22:31,5,false
287,Sri Lankan,cheap,Rosebank,8:50,22:02,4,false
288,Caribbean,cheap,Ocean Hill,8:37,23:18,2,true
289,Ukrainian,cheap,Kings Highway,8:42,23:30,4,true
290,Caribbean,cheap,Clinton,8:17,22:48,1,true
291,Russian,expensive,Allerton,8:53,23:40,4,false
292,Sushi,medium,Upper West Side,8:45,22:47,2,true
293,Caribbean,expensive,Forest Hills Gardens,8:27,23:11,3,true
294,Vegetarian,expensive,Richmond Valley,8:51,23:25,4,true
295,Arabian,medium,Bushwick,8:56,23:57,1,false
296,Pizza,medium,Soundview,8:47,22:20,4,false
297,Nepalese,cheap,Manhattan Valley,8:59,22:19,5,true
298,Vegan,cheap,Herald Square,8:53,23:05,1,false
299,Puerto Rican,medium,Great Kills,8:21,22:05,1,true
300,Cantonese,expensive,Inwood,8:17,23:08,5,true
301,Persian,cheap,Rugby,8:22,23:45,3,true
302,Sushi,expensive,North Riverdale,8:19,22:15,3,true
303,Pizza,cheap,Mill Island,8:22,22:13,3,false
304,Steakhouses,medium,Charleston,8:43,22:57,3,false
305,Turkish,cheap,Cobble Hill,8:04,22:16,3,false
306,Caribbean,cheap,Rugby,8:13,23:55,4,true
307,Sri Lankan,cheap,Farragut,8:49,22:18,4,false
308,Senegalese,cheap,New Hyde Park,8:09,23:17,1,false
309,Portuguese,cheap,Floral Park,8:11,23:50,5,true
310,Cantonese,medium,Long Island City,8:25,22:10,4,true
311,Cantonese,cheap,Park Slope,8:01,23:45,4,true
312,Ribs,cheap,Manhattan Beach,8:45,22:55,5,false
313,Nepalese,cheap,Bronx Park South,8:55,22:57,4,false
314,Cantonese,expensive,Van Nest,8:56,22:54,3,true
315,Argentinian,expensive,Ozone Park,8:15,23:46,4,false
316,Pizza,expensive,Farragut,8:53,23:25,2,false
317,Vegan,medium,Lefrak City,8:56,22:08,3,true
318,Sushi,expensive,Sunnyside,8:45,23:35,3,true
319,Argentinian,medium,West Brighton,8:28,23:22,1,true
320,Spanish,expensive,College Point,8:21,23:30,1,false
321,Vegetarian,medium,SoHo,8:28,23:30,3,false
322,Senegalese,medium,Prospect Lefferts Gardens,8:00,23:46,3,false
323,Pasta,expensive,Elmhurst,8:20,23:22,5,false
324,Mongolian,cheap,Throgs Neck,8:31,23:56,4,false
325,Sri Lankan,expensive,Olinville,8:27,23:16,4,true
326,Tex-Mex  Thai,expensive,Howland Hook,8:20,23:06,4,false
327,Steakhouses,cheap,Van Nest,8:06,23:43,4,false
328,Szechwan,medium,Roxbury,8:55,22:16,4,true
329,Puerto Rican,cheap,Lower East Side,8:56,22:37,3,false
330,Nepalese,medium,University Heights,8:05,22:10,5,false
331,Vegetarian,cheap,Claremont Village,8:21,23:23,5,true
332,Puerto Rican,expensive,Great Kills,8:57,22:06,5,true
333,Pancakes,cheap,Mariner's Harbor,8:31,22:02,4,false
334,Austrian,medium,Elmhurst,8:24,22:08,1,false
335,Vegan,cheap,Ditmas Park,8:33,23:52,1,false
336,Salad,expensive,Castleton Corners,8:23,22:01,3,true
337,Southwestern,medium,Old Place,8:00,22:38,1,true
338,Senegalese,cheap,Rockaway Park,8:29,22:12,3,false
339,Senegalese,medium,South Ozone Park,8:17,23:32,2,true
340,Spanish,expensive,Concord,8:06,23:22,5,true
341,Turkish,cheap,Williamsburg,8:44,23:53,3,false
342,Sri Lankan,expensive,Gerritsen Beach,8:12,23:01,2,false
343,Sushi,cheap,Homecrest,8:27,22:47,2,false
344,Arabian,expensive,Williamsbridge,8:51,23:32,5,true
345,Moroccan,cheap,Chelsea,8:11,22:03,1,false
346,Ukrainian,expensive,Arrochar,8:11,22:16,5,false
347,Moroccan,expensive,Van Nest,8:29,22:53,4,true
348,Pancakes,medium,Briarwood,8:59,23:40,1,false
349,Tex-Mex  Thai,cheap,Williamsburg,8:15,23:30,1,true
350,Fusion,medium,Broad Channel,8:59,23:55,2,false
351,Caribbean,cheap,Bath Beach,8:47,22:02,4,false
352,Moroccan,cheap,East Flatbush,8:12,23:23,4,true
353,Arabian,cheap,Astoria Heights,8:32,23:16,5,true
354,Austrian,cheap,Manhattan Beach,8:10,23:29,4,false
355,Caribbean,expensive,Wingate,8:19,23:36,4,false
356,Vegan,expensive,Clason Point,8:05,22:15,3,true
357,Ukrainian,medium,Egbertville,8:40,23:02,3,true
358,Australian,cheap,Gramercy,8:21,22:40,1,true
359,Ribs,medium,Marine Park,8:00,22:54,1,true
360,Persian,medium,Jamaica Estates,8:09,23:57,3,true
361,Argentinian,medium,Huguenot,8:59,22:42,4,true
362,Russian,cheap,Georgetown,8:57,23:16,4,true
363,Pakistani,expensive,Cambria Heights,8:04,23:03,3,false
364,Sri Lankan,medium,Farragut,8:05,22:17,3,false
365,Portuguese,medium,St. George,8:23,23:36,2,false
366,Salad,cheap,Clifton,8:00,23:26,2,false
367,Salad,cheap,Flushing,8:54,23:12,1,true
368,Argentinian,medium,Claremont Village,8:58,22:29,4,true
369,Turkish,cheap,North Riverdale,8:25,23:26,4,false
370,Pancakes,medium,Co-op City,8:52,23:15,1,false
371,Southwestern,medium,Elm Park,8:20,23:41,3,false
372,Moroccan,cheap,Sunnyside Gardens,8:43,22:52,5,true
373,Subs,medium,Tudor City,8:30,22:46,3,false
374,Sushi,expensive,Marble Hill,8:50,22:35,1,true
375,Pasta,medium,Hudson Square,8:15,23:08,1,false
376,Ribs,cheap,Marble Hill,8:31,23:35,5,false
377,Fusion,expensive,Silver Lake,8:56,23:01,5,true
378,Pakistani,expensive,Gerritsen Beach,8:50,23:26,1,false
379,Steakhouses,cheap,Stuyvesant Town,8:13,23:52,5,true
380,Vegetarian,medium,Bay Terrace,8:26,23:20,2,false
381,Arabian,cheap,Flatlands,8:35,23:03,2,false
382,Turkish,cheap,Roxbury,8:21,23:54,1,false
383,Persian,cheap,Morrisania,8:22,23:10,5,true
384,Subs,cheap,Livingston,8:27,22:58,2,true
385,Pizza,cheap,Ocean Hill,8:36,22:14,2,false
386,Szechwan,expensive,Gravesend,8:44,23:31,1,true
387,Vegan,medium,Holliswood,8:10,23:17,3,false
388,Fusion,medium,Great Kills,8:14,22:59,2,true
389,Uzbek,expensive,Stuyvesant Heights,8:13,22:55,4,true
390,Arabian,expensive,Lefrak City,8:59,23:15,2,true
391,Uzbek,expensive,Upper East Side,8:22,22:53,1,false
392,Pizza,medium,East Tremont,8:44,22:27,5,false
393,Uzbek,medium,Richmond Hill,8:43,22:52,5,false
394,Cantonese,cheap,Utopia,8:36,22:15,4,true
395,Vegetarian,medium,Glendale,8:51,22:48,2,false
396,Persian,cheap,Cambria Heights,8:58,23:07,4,true
397,Vegan,expensive,City Island,8:51,22:13,1,false
398,Vegetarian,cheap,Prospect Park South,8:56,23:33,5,false
399,Ukrainian,medium,Hillcrest,8:01,22:19,1,true
400,Russian,expensive,High Bridge,8:14,22:52,2,true
401,Vegan,medium,North Corona,8:32,22:08,5,false
402,Vegetarian,cheap,Co-op City,8:38,23:15,4,true
403,Pakistani,cheap,Williamsbridge,8:24,23:45,4,false
404,Senegalese,medium,Jamaica Estates,8:09,23:33,4,false
405,Salad,expensive,Silver Lake,8:05,23:54,2,true
406,Ukrainian,expensive,Turtle Bay,8:19,22:53,1,true
407,Tex-Mex  Thai,cheap,Ditmas Park,8:57,23:30,3,true
408,Mongolian,cheap,Richmond Town,8:52,22:44,5,true
409,Caribbean,medium,Sutton Place,8:23,23:32,5,true
410,Salad,cheap,Arden Heights,8:58,23:36,2,false
411,Ukrainian,expensive,Times Square,8:24,22:35,1,true
412,Steakhouses,expensive,Bensonhurst,8:10,22:00,2,false
413,Mongolian,medium,Fort Hamilton,8:07,22:24,5,false
414,Szechwan,medium,Forest Hills Gardens,8:02,23:22,4,false
415,Tex-Mex  Thai,expensive,Beechhurst,8:56,22:24,3,true
416,Portuguese,cheap,Steinway,8:54,23:22,4,true
417,Austrian,expensive,Maspeth,8:59,23:47,1,true
418,Moroccan,medium,Bath Beach,8:11,22:14,2,false
419,Uzbek,expensive,Brookville,8:40,22:32,2,true
420,Puerto Rican,medium,Rosedale,8:45,22:42,2,true
421,Russian,cheap,Neponsit,8:46,22:07,5,true
422,Uzbek,medium,Manhattanville,8:23,23:49,5,true
423,Ribs,expensive,Spring Creek,8:22,22:44,4,false
424,Persian,expensive,South Village,8:06,22:32,5,false
425,Moroccan,medium,Springfield Gardens,8:16,23:44,4,true
426,Cantonese,cheap,Cobble Hill,8:00,23:30,2,true
427,Austrian,cheap,Upper East Side,8:23,23:38,2,false
428,Persian,cheap,Prospect Heights,8:07,23:14,4,false
429,Polish,cheap,Hunters Point,8:07,22:00,5,false
430,Vegetarian,cheap,Somerville,8:24,23:24,1,false
431,Fusion,cheap,SoHo,8:19,23:12,1,true
432,Tex-Mex  Thai,cheap,Sunnyside,8:41,23:06,3,false
433,Szechwan,expensive,Dongan Hills,8:56,22:59,3,false
434,Arabian,medium,Ocean Hill,8:13,23:23,3,false
435,Szechwan,cheap,Steinway,8:55,22:44,3,true
436,Cantonese,medium,Bay Ridge,8:21,23:09,2,true
437,Portuguese,medium,Murray Hill,8:00,23:22,4,true
438,Southwestern,cheap,East New York,8:40,23:18,4,true
439,Moroccan,medium,Astoria,8:27,23:04,1,true
440,Portuguese,cheap,Spuyten Duyvil,8:54,23:50,4,true
441,Pakistani,cheap,Weeksville,8:03,22:48,2,false
442,Salad,medium,South Corona,8:09,22:40,4,false
443,Cantonese,expensive,Bedford Stuyvesant,8:49,22:41,2,false
444,Moroccan,medium,Richmond Hill,8:22,23:38,5,false
445,Cantonese,expensive,Union Square,8:59,23:13,5,false
446,Austrian,expensive,Fort Hamilton,8:36,22:28,4,true
447,Tex-Mex  Thai,expensive,Richmond Town,8:28,23:40,2,false
448,Argentinian,expensive,East Flatbush,8:24,23:47,3,true
449,Szechwan,medium,Bellerose,8:58,22:31,2,true
450,Caribbean,medium,Richmond Hill,8:33,22:58,2,false
451,Southwestern,expensive,Bronx Park South,8:00,23:20,4,false
452,Tex-Mex  Thai,expensive,Grant City,8:14,23:39,3,true
453,Mongolian,cheap,Riverdale,8:27,23:23,5,true
454,Ribs,expensive,Bloomfield,8:06,22:14,3,true
455,Polish,cheap,Richmond Town,8:58,22:12,4,false
456,Pasta,expensive,Prince's Bay,8:54,22:50,4,true
457,Polish,expensive,Riverdale,8:34,23:34,4,false
458,Subs,medium,Allerton,8:59,22:48,4,false
459,Salad,cheap,Breezy Point,8:44,23:09,3,false
460,Uzbek,expensive,Mount Hope,8:53,23:17,5,true
461,Sri Lankan,expensive,Steinway,8:11,23:36,5,false
